Surname,Firstname,NRS,Box number,Folder number,Full Name,Year appointed silk,Date of correspondence,file number,page number,Digital ID,Archives Investigator link,Digital ID url
Hardwick,Charles Aubrey,NRS302_333,10/42917A,[18],Charles Aubrey Hardwick,1934,23 Aug 1934,,23,NRS302_333_a127_10_42917_[18]_00023,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[18]_00023
Hardwick,Charles Aubrey,NRS302_333,10/42917A,[18],Charles Aubrey Hardwick,1934,23 Aug 1934,34/7296,24,NRS302_333_a127_10_42917_[18]_00024,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[18]_00024
Hardwick,Charles Aubrey,NRS302_333,10/42917A,[18],Charles Aubrey Hardwick,1934,18 Sep 1934,34/7296,,NRS302_333_a127_10_42917_[18]_00001b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[18]_00001b
Hardwick,Charles Aubrey,NRS302_333,10/42917A,[18],Charles Aubrey Hardwick,1934,18 Sep 1934,GAC.34/7855.AGB,2,NRS302_333_a127_10_42917_[18]_00002,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[18]_00002
Hardwick,Charles Aubrey,NRS302_333,10/42917B,[41],Charles Aubrey Hardwick,1934,18 Nov 1942,,15,NRS302_333_a127_10_42917_[41]_00015,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[41]_00015
Hardwick,Charles Aubrey,NRS302_333,10/42917A,[18],Charles Aubrey Hardwick,1934,21 Aug 1934,MWA.34/6713.AGB,6,NRS302_333_a127_10_42917_[18]_00006,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[18]_00006
Hardwick,Charles Aubrey,NRS302_333,10/42917A,[18],Charles Aubrey Hardwick,1934,09 Aug 1934,34/6713,,NRS302_333_a127_10_42917_[18]_00007a,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[18]_00007a
Hardwick,Charles Aubrey,NRS302_333,10/42917A,[18],Charles Aubrey Hardwick,1934,09 Aug 1934,34/6713,,NRS302_333_a127_10_42917_[18]_00007b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[18]_00007b
Hardwick,Charles Aubrey,NRS302_333,10/42917A,[18],Charles Aubrey Hardwick,1934,21 Aug 1934,MWA.34/6713.AGB,8,NRS302_333_a127_10_42917_[18]_00008,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\191,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[18]_00008
Harrington,Hubert E.,NRS302_333,10/42917B,[29],Hubert E. Harrington,,22 Oct 1940,40/5135,,NRS302_333_a127_10_42917_[29]_00007a,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00007a
Harrington,Hubert E.,NRS302_333,10/42917B,[29],Hubert E. Harrington,,22 Oct 1940,40/5135,,NRS302_333_a127_10_42917_[29]_00007b,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00007b
Harrington,Hubert E.,NRS302_333,10/42917B,[29],Hubert E. Harrington,,24 Oct 1940,GAC.MC.40/5135.AGB,8,NRS302_333_a127_10_42917_[29]_00008,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[29]_00008
Harriott,C.W.,NRS302_333,10/42918,[14],C.W. Harriott,,10 May 1917,17/2137,29,NRS302_333_a127_10_42918_[14]_00029,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[14]_00029
Harriott,C.W.,NRS302_333,10/42918,[14],C.W. Harriott,,10 May 1917,17/2137,30,NRS302_333_a127_10_42918_[14]_00030,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[14]_00030
Harriott,C.W.,NRS302_333,10/42918,[18],C.W. Harriott,,,22/7486,,NRS302_333_a127_10_42918_[18]_00012a,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[18]_00012a
Harriott,C.W.,NRS302_333,10/42918,[14],C.W. Harriott,,16 May 1917,17/2176,35,NRS302_333_a127_10_42918_[14]_00035,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[14]_00035
Harriott,C.W.,NRS302_333,10/42918,[18],C.W. Harriott,,,22/7486,,NRS302_333_a127_10_42918_[18]_00012b,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[18]_00012b
Harriott,C.W.,NRS302_333,10/42918,[18],C.W. Harriott,,,22/7486,13,NRS302_333_a127_10_42918_[18]_00013,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[18]_00013
Harris,Herbert,NRS302_333,10/42918,[6],Herbert Harris,,19 Feb 1904,,2,NRS302_333_a127_10_42918_[06]_00002,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[06]_00002
Harris,Herbert,NRS302_333,10/42918,[4],Herbert Harris,,22 Jan 1904,4/887,8,NRS302_333_a127_10_42918_[04]_00008,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[04]_00008
Harris,Herbert,NRS302_333,10/42918,[4],Herbert Harris,,02 Feb 1904,4/887,9,NRS302_333_a127_10_42918_[04]_00009,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[04]_00009
Harris,Herbert,NRS302_333,10/42918,[4],Herbert Harris,,06 Jan 1904,4/887,10,NRS302_333_a127_10_42918_[04]_00010,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[04]_00010
Harris,Herbert,NRS302_333,10/42918,[4],Herbert Harris,,05 Feb 1904,4/887,11,NRS302_333_a127_10_42918_[04]_00011,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[04]_00011
Harris,Herbert,NRS302_333,10/42918,[4],Herbert Harris,,22 Feb 1904,4/887,12,NRS302_333_a127_10_42918_[04]_00012,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[04]_00012
Harris,Herbert,NRS302_333,10/42918,[4],Herbert Harris,,22 Feb 1904,4/887,13,NRS302_333_a127_10_42918_[04]_00013,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[04]_00013
Harris,Herbert,NRS302_333,10/42918,[4],Herbert Harris,,16 Feb 1904,4/887,14,NRS302_333_a127_10_42918_[04]_00014,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[04]_00014
Harris,Herbert,NRS302_333,10/42918,[4],Herbert Harris,,19 Jan 1904,4/887,15,NRS302_333_a127_10_42918_[04]_00015,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[04]_00015
Harris,Herbert,NRS302_333,10/42918,[4],Herbert Harris,,19 Jan 1904,4/887,16,NRS302_333_a127_10_42918_[04]_00016,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[04]_00016
Harris,Herbert,NRS302_333,10/42918,[4],Herbert Harris,,19 Jan 1904,4/887,17,NRS302_333_a127_10_42918_[04]_00017,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[04]_00017
Harvey,John Musgrave,NRS302_333,10/42918,[12],John Musgrave Harvey,,10 Apr 1913,13/1196,6,NRS302_333_a127_10_42918_[12]_00006,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\100,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[12]_00006
Harvey,John Musgrave,NRS302_333,10/42918,[12],John Musgrave Harvey,,31 Mar 1913,13/1195,10,NRS302_333_a127_10_42918_[12]_00010,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\100,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[12]_00010
Harvey,John Musgrave,NRS302_333,10/42918,[12],John Musgrave Harvey,,31 Mar 1913,13/1195,11,NRS302_333_a127_10_42918_[12]_00011,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\100,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[12]_00011
Herron,Leslie James,NRS302_333,10/42917B,[28],Leslie James Herron,1939,22 Dec 1939,GAC.AM.39/6314.AGB,2,NRS302_333_a127_10_42917_[28]_00002,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\8,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[28]_00002
Herron,Leslie James,NRS302_333,10/42917B,[28],Leslie James Herron,1939,22 Dec 1939,GAC.AM.39/6314.AGB,3,NRS302_333_a127_10_42917_[28]_00003,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\8,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[28]_00003
Herron,Leslie James,NRS302_333,10/42917B,[28],Leslie James Herron,1939,14 Dec 1939,GAC.AM.39/6314.AGB,4,NRS302_333_a127_10_42917_[28]_00004,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\8,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[28]_00004
Herron,Leslie James,NRS302_333,10/42917B,[28],Leslie James Herron,1939,20 Dec 1939,GAC.AM.39/6314.AGB,5,NRS302_333_a127_10_42917_[28]_00005,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\8,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[28]_00005
Herron,Leslie James,NRS302_333,10/42917B,[28],Leslie James Herron,1939,20 Dec 1939,GAC.AM.39/6314.AGB,6,NRS302_333_a127_10_42917_[28]_00006,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\8,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[28]_00006
Herron,Leslie James,NRS302_333,10/42917B,[28],Leslie James Herron,1939,14 Dec 1939,GAC.AM.39/6314.AGB,12,NRS302_333_a127_10_42917_[28]_00012,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\8,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[28]_00012
Herron,Leslie James,NRS302_333,10/42917B,[28],Leslie James Herron,1939,17 Nov 1939,,16,NRS302_333_a127_10_42917_[28]_00016,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\8,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[28]_00016
Herron,Leslie James,NRS302_333,10/42917B,[28],Leslie James Herron,1939,17 Nov 1939,,17,NRS302_333_a127_10_42917_[28]_00017,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\8,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[28]_00017
Herron,Leslie James,NRS302_333,10/42917B,[28],Leslie James Herron,1939,21 Nov 1939,,18,NRS302_333_a127_10_42917_[28]_00018,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\8,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[28]_00018
Herron,Leslie James,NRS302_333,10/42917B,[26],Leslie James Herron,1939,23 Feb 1939,39/537,,NRS302_333_a127_10_42917_[26]_00001a,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\8,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[26]_00001a
Herron,Leslie James,NRS302_333,10/42917B,[26],Leslie James Herron,1939,24 Feb 1939,39/853,,NRS302_333_a127_10_42917_[26]_00001b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\8,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[26]_00001b
Herron,Leslie James,NRS302_333,10/42917B,[26],Leslie James Herron,1939,28 Feb 1938,GFC.GAC.39/853.AGB,2,NRS302_333_a127_10_42917_[26]_00002,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\8,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[26]_00002
Herron,Leslie James,NRS302_333,10/42917B,[26],Leslie James Herron,1939,03 Feb 1939,GFC.GAC.39/853.AGB,,NRS302_333_a127_10_42917_[26]_00003a,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\8,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[26]_00003a
Herron,Leslie James,NRS302_333,10/42917B,[26],Leslie James Herron,1939,08 Feb 1939,GFC.GAC.39/853.AGB,,NRS302_333_a127_10_42917_[26]_00003b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\8,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[26]_00003b
Herron,Leslie James,NRS302_333,10/42917B,[26],Leslie James Herron,1939,17 Mar 1939,,4,NRS302_333_a127_10_42917_[26]_00004,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\8,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[26]_00004
Herron,Leslie James,NRS302_333,10/42917B,[26],Leslie James Herron,1939,08 Feb 1939,GAC.39/537.AGB,5,NRS302_333_a127_10_42917_[26]_00005,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\8,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[26]_00005
Herron,Leslie James,NRS302_333,10/42917B,[26],Leslie James Herron,1939,02 Feb 1939,39/516,6,NRS302_333_a127_10_42917_[26]_00006,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\8,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[26]_00006
Heydon,Charles Gilbert,NRS302_333,10/42918,[1],Charles Gilbert Heydon,1896,,96/2347,1,NRS302_333_a127_10_42918_[01]_00001,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[01]_00001
Heydon,Charles Gilbert,NRS302_333,10/42918,[2],Charles Gilbert Heydon,1896,16 Jul 1901,1/495,14,NRS302_333_a127_10_42918_[02]_00014,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[02]_00014
Heydon,Charles Gilbert,NRS302_333,10/42918,[2],Charles Gilbert Heydon,1896,17 Jun 1901,1/2062,15,NRS302_333_a127_10_42918_[02]_00015,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[02]_00015
Heydon,Charles Gilbert,NRS302_333,10/42918,[2],Charles Gilbert Heydon,1896,17 Jun 1901,1/2062,16,NRS302_333_a127_10_42918_[02]_00016,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[02]_00016
Heydon,Charles Gilbert,NRS302_333,10/42918,[1],Charles Gilbert Heydon,1896,,96/2347,2,NRS302_333_a127_10_42918_[01]_00002,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[01]_00002
Heydon,Charles Gilbert,NRS302_333,10/42918,[2],Charles Gilbert Heydon,1896,01 Jul 1901,1/2628,17,NRS302_333_a127_10_42918_[02]_00017,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[02]_00017
Heydon,Charles Gilbert,NRS302_333,10/42918,[2],Charles Gilbert Heydon,1896,01 Jul 1901,1/2628,18,NRS302_333_a127_10_42918_[02]_00018,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[02]_00018
Heydon,Charles Gilbert,NRS302_333,10/42918,[7],Charles Gilbert Heydon,1896,04 Mar 1907,,8,NRS302_333_a127_10_42918_[07]_00008,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[07]_00008
Heydon,Charles Gilbert,NRS302_333,10/42918,[1],Charles Gilbert Heydon,1896,,98/2228,11,NRS302_333_a127_10_42918_[01]_00011,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[01]_00011
Heydon,Charles Gilbert,NRS302_333,10/42918,[1],Charles Gilbert Heydon,1896,,96/2228,16,NRS302_333_a127_10_42918_[01]_00016,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[01]_00016
Holman,William Arthur,NRS302_333,10/42917A,[17],William Arthur Holman,1920,27 Feb 1911,,2,NRS302_333_a127_10_42917_[17]_00002,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[17]_00002
Holman,William Arthur,NRS302_333,10/42918,[17],William Arthur Holman,1920,,20/3624,27,NRS302_333_a127_10_42918_[17]_00027,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00027
Holman,William Arthur,NRS302_333,10/42918,[17],William Arthur Holman,1920,,20/3624,28,NRS302_333_a127_10_42918_[17]_00028,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00028
Holman,William Arthur,NRS302_333,10/42918,[17],William Arthur Holman,1920,,,29,NRS302_333_a127_10_42918_[17]_00029,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00029
Holman,William Arthur,NRS302_333,10/42918,[17],William Arthur Holman,1920,,,30,NRS302_333_a127_10_42918_[17]_00030,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00030
Holman,William Arthur,NRS302_333,10/42918,[17],William Arthur Holman,1920,,20/1909,31,NRS302_333_a127_10_42918_[17]_00031,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00031
Holman,William Arthur,NRS302_333,10/42918,[17],William Arthur Holman,1920,,20/1909,32,NRS302_333_a127_10_42918_[17]_00032,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00032
Holman,William Arthur,NRS302_333,10/42918,[17],William Arthur Holman,1920,,20/2163,33,NRS302_333_a127_10_42918_[17]_00033,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00033
Holman,William Arthur,NRS302_333,10/42918,[17],William Arthur Holman,1920,,,34,NRS302_333_a127_10_42918_[17]_00034,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00034
Holman,William Arthur,NRS302_333,10/42918,[17],William Arthur Holman,1920,,,35,NRS302_333_a127_10_42918_[17]_00035,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00035
Holman,William Arthur,NRS302_333,10/42918,[17],William Arthur Holman,1920,,,36,NRS302_333_a127_10_42918_[17]_00036,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00036
Holman,William Arthur,NRS302_333,10/42918,[17],William Arthur Holman,1920,,,37,NRS302_333_a127_10_42918_[17]_00037,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00037
Holman,William Arthur,NRS302_333,10/42918,[17],William Arthur Holman,1920,,,38,NRS302_333_a127_10_42918_[17]_00038,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00038
Holman,William Arthur,NRS302_333,10/42918,[17],William Arthur Holman,1920,,,39,NRS302_333_a127_10_42918_[17]_00039,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42918_[17]_00039
Holmes,John Dashwood,NRS302_333,10/42917B,[50],John Dashwood Holmes,1948,20 Jul 1948,48/2472.AGB,1,NRS302_333_a127_10_42917_[50]_00001,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\72,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[50]_00001
Holmes,John Dashwood,NRS302_333,10/42917B,[50],John Dashwood Holmes,1948,27 May 1948,GAC.SMC.48/1965,,NRS302_333_a127_10_42917_[50]_00002a,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\72,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[50]_00002a
Holmes,John Dashwood,NRS302_333,10/42917B,[50],John Dashwood Holmes,1948,27 May 1948,48/2472.AGB,,NRS302_333_a127_10_42917_[50]_00002b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\72,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[50]_00002b
Holmes,John Dashwood,NRS302_333,10/42917B,[50],John Dashwood Holmes,1948,18 Jun 1948,48/2472.AGB,3,NRS302_333_a127_10_42917_[50]_00003,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\72,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[50]_00003
Holmes,John Dashwood,NRS302_333,10/42917B,[50],John Dashwood Holmes,1948,08 Jul 1965,GAC.SMC.48/1965,4,NRS302_333_a127_10_42917_[50]_00004,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\72,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[50]_00004
Holmes,John Dashwood,NRS302_333,10/42917B,[50],John Dashwood Holmes,1948,08 Jul 1965,GAC.SMC.48/1965,5,NRS302_333_a127_10_42917_[50]_00005,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\72,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[50]_00005
Holmes,John Dashwood,NRS302_333,10/42917B,[50],John Dashwood Holmes,1948,24 Jun 1948,GAC.SMC.48/1965,6,NRS302_333_a127_10_42917_[50]_00006,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\72,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[50]_00006
Holmes,John Dashwood,NRS302_333,10/42917B,[50],John Dashwood Holmes,1948,24 Jun 1948,GAC.SMC.48/1965,7,NRS302_333_a127_10_42917_[50]_00007,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\72,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[50]_00007
Holmes,John Dashwood,NRS302_333,10/42917B,[50],John Dashwood Holmes,1948,18 Jun 1948,GAC.SMC.48/1965,8,NRS302_333_a127_10_42917_[50]_00008,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\72,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[50]_00008
Holmes,John Dashwood,NRS302_333,10/42917B,[50],John Dashwood Holmes,1948,17 May 1948,48/1965,,NRS302_333_a127_10_42917_[50]_00009a,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\72,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[50]_00009a
Holmes,John Dashwood,NRS302_333,10/42917B,[50],John Dashwood Holmes,1948,21 May 1948,48/1965,,NRS302_333_a127_10_42917_[50]_00009b,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\72,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[50]_00009b
Holmes,John Dashwood,NRS302_333,10/42917B,[50],John Dashwood Holmes,1948,21 May 1948,GAC.SMC.48/1965.AGB,10,NRS302_333_a127_10_42917_[50]_00010,http://investigator.records.nsw.gov.au/Entity.aspx?Path=\Person\72,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[50]_00010
Hunter,D.B.,NRS302_333,10/42917B,[39],D.B. Hunter,,06 Dec 1944,GAC.KD.44/4744.AGB,5,NRS302_333_a127_10_42917_[39]_00005,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[39]_00005
Hunter,D.B.,NRS302_333,10/42917B,[38],D.E. Hunter,,27 Oct 1943,GAC.WF.43/4149.AGB,41,NRS302_333_a127_10_42917_[38]_00041,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00041
Hunter,D.B.,NRS302_333,10/42917B,[38],D.B. Hunter,,16 Dec 1942,MCN.IV.42/4939.AGB,26,NRS302_333_a127_10_42917_[38]_00026,,https://www.records.nsw.gov.au/index_image/NRS302_333_a127_10_42917_[38]_00026
